,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Updater Initials OR Update Complete,Details to Confirm,2024 Info Released Yet?,Category,Name,Hours,Registration Date,Registration Time,Registration Status,Weeks Run,Part of Town,Location,Cost Per Week,Discounts Offered,Lunch,Interesting Camp Sessions,Link,Description,Notes,Ages/Grades,PreK,Kindergarten (ages 5-6),1st-2nd Grades (Ages 6-8),3-4th Grades (Ages 8-10),5th-6th Grades (ages 9-11),7th-8th Grades (ages 11-13),9th and 10th Grades (ages 13-16),11th and 12th Grades (ages 16-18),May 29-June 2 (Holiday Week),June 5-9,June 12-16,June 19-23,June 26-29,July 3-7 (Holiday Week),July 10-14,July 17-21,July 24-28,July 31-Aug 4,Aug 7-11,Aug 14-18,Aug 21-25,Aug 28-Sept 1
1,,,,,,,,,,,,,,,,,https://denver.kidsoutandabout.com/content/may-virtual-camps,,,,,,,,,,,,,,,,,,,,,,,,,
